"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006637","acyl-CoA metabolic process","20/4922","100/18805",0.2,0.764120276310443,-1.40820544168542,0.93948651979463,1,0.83057371951117,"ACOT12/PDK4/ACSM2A/ELOVL4/THEM5/PDK1/ELOVL2/BAAT/ACSM4/TDO2/SNCA/ACSBG1/ACACB/NUDT8/ELOVL6/FAR2/ACOT11/ACSM5/HACD1/GLYAT",20
"GO:0031110","regulation of microtubule polymerization or depolymerization","20/4922","100/18805",0.2,0.764120276310443,-1.40820544168542,0.93948651979463,1,0.83057371951117,"TPX2/TRIM54/AURKB/SKA3/SKA1/CAV3/CDH5/TUBB4A/STMN2/SNCA/CDK5R1/GAS2L2/SPEF1/MET/PSRC1/PAK1/FKBP4/CKAP2/MID1IP1/STMN1",20
"GO:0035383","thioester metabolic process","20/4922","100/18805",0.2,0.764120276310443,-1.40820544168542,0.93948651979463,1,0.83057371951117,"ACOT12/PDK4/ACSM2A/ELOVL4/THEM5/PDK1/ELOVL2/BAAT/ACSM4/TDO2/SNCA/ACSBG1/ACACB/NUDT8/ELOVL6/FAR2/ACOT11/ACSM5/HACD1/GLYAT",20
"GO:0014912","negative regulation of smooth muscle cell migration","7/4922","41/18805",0.170731707317073,0.652297796850378,-1.32706111197551,0.939681168890129,1,0.83057371951117,"SLIT2/IGFBP3/NDRG4/SEMA6D/MYOCD/PRKG1/PTPN1",7
"GO:0040036","regulation of fibroblast growth factor receptor signaling pathway","7/4922","41/18805",0.170731707317073,0.652297796850378,-1.32706111197551,0.939681168890129,1,0.83057371951117,"OTX2/HHIP/SULF1/FGF2/APLN/RUNX2/SPRY4",7
"GO:0042307","positive regulation of protein import into nucleus","7/4922","41/18805",0.170731707317073,0.652297796850378,-1.32706111197551,0.939681168890129,1,0.83057371951117,"ZIC1/CDK1/ECT2/HYAL2/IFNG/PIK3R1/PIK3R2",7
"GO:0070302","regulation of stress-activated protein kinase signaling cascade","7/4922","41/18805",0.170731707317073,0.652297796850378,-1.32706111197551,0.939681168890129,1,0.83057371951117,"PBK/FOXM1/INAVA/TLR4/SCIMP/MAPK8IP2/TGFB2",7
"GO:0090199","regulation of release of cytochrome c from mitochondria","7/4922","41/18805",0.170731707317073,0.652297796850378,-1.32706111197551,0.939681168890129,1,0.83057371951117,"GPER1/MLLT11/BIK/MMP9/PMAIP1/BNIP3/PPIF",7
"GO:0006302","double-strand break repair","73/4922","323/18805",0.226006191950464,0.863479569205299,-1.47359687669737,0.939690659086145,1,0.83057371951117,"PPP4R3C/PRDM9/HMGA2/UHRF1/FOXM1/POLQ/TEX15/XRCC2/PLK1/CDC45/MEIOB/RAD54L/RECQL4/CDCA5/GINS2/MEIOC/BRIP1/EME1/ESCO2/TRIP13/CHEK1/C14orf39/MAJIN/TWIST1/GINS4/AUNIP/RMI2/HSF2BP/DNA2/MCM4/RAD51/PARPBP/BLM/TONSL/RAD51AP1/MCM2/RAD54B/SLX1B/FANCB/DNTT/TIMELESS/RADX/FIGNL1/FEN1/RAD21L1/FANCD2/ANKLE1/CHEK2/BRCA1/DDX11/MCM6/MIR221/DPF1/BRME1/H2AX/SKP2/MCM7/MCMDC2/CDC7/SAMHD1/MCM8/POLB/SPIRE2/ZNF365/MRGBP/GEN1/PRKDC/BRCA2/ZGRF1/GGN/RTEL1/SLF1/EME2",73
"GO:0002902","regulation of B cell apoptotic process","3/4922","21/18805",0.142857142857143,0.545800197364602,-1.23998608866413,0.940601920265058,1,0.83057371951117,"AURKB/HSH2D/BTK",3
"GO:0010288","response to lead ion","3/4922","21/18805",0.142857142857143,0.545800197364602,-1.23998608866413,0.940601920265058,1,0.83057371951117,"PTH/CAT/SLC34A1",3
"GO:0015693","magnesium ion transport","3/4922","21/18805",0.142857142857143,0.545800197364602,-1.23998608866413,0.940601920265058,1,0.83057371951117,"NIPAL4/SLC41A2/NIPAL1",3
"GO:0032011","ARF protein signal transduction","3/4922","21/18805",0.142857142857143,0.545800197364602,-1.23998608866413,0.940601920265058,1,0.83057371951117,"IQSEC3/PSD2/PSD",3
"GO:0032012","regulation of ARF protein signal transduction","3/4922","21/18805",0.142857142857143,0.545800197364602,-1.23998608866413,0.940601920265058,1,0.83057371951117,"IQSEC3/PSD2/PSD",3
"GO:0032402","melanosome transport","3/4922","21/18805",0.142857142857143,0.545800197364602,-1.23998608866413,0.940601920265058,1,0.83057371951117,"CDH3/GPR143/ARL6",3
"GO:0035268","protein mannosylation","3/4922","21/18805",0.142857142857143,0.545800197364602,-1.23998608866413,0.940601920265058,1,0.83057371951117,"LARGE2/TMTC4/TMTC1",3
"GO:0039535","regulation of RIG-I signaling pathway","3/4922","21/18805",0.142857142857143,0.545800197364602,-1.23998608866413,0.940601920265058,1,0.83057371951117,"TRIM15/OASL/SEC14L1",3
"GO:0046596","regulation of viral entry into host cell","3/4922","21/18805",0.142857142857143,0.545800197364602,-1.23998608866413,0.940601920265058,1,0.83057371951117,"TMPRSS4/P4HB/HS3ST5",3
"GO:0051788","response to misfolded protein","3/4922","21/18805",0.142857142857143,0.545800197364602,-1.23998608866413,0.940601920265058,1,0.83057371951117,"CAV1/F12/SDF2L1",3
"GO:0090141","positive regulation of mitochondrial fission","3/4922","21/18805",0.142857142857143,0.545800197364602,-1.23998608866413,0.940601920265058,1,0.83057371951117,"AURKA/DCN/BNIP3",3
"GO:0097468","programmed cell death in response to reactive oxygen species","3/4922","21/18805",0.142857142857143,0.545800197364602,-1.23998608866413,0.940601920265058,1,0.83057371951117,"MET/TRAP1/DDR2",3
"GO:0043536","positive regulation of blood vessel endothelial cell migration","15/4922","78/18805",0.192307692307692,0.734731034913887,-1.39782853959424,0.940627344494383,1,0.83057371951117,"ANGPT4/TGFBR3/ANGPT1/MIR135B/JCAD/FGF2/SRPX2/GATA2/RHOJ/HMOX1/PDGFB/MIR221/GAB1/ETS1/MIR126",15
"GO:1903533","regulation of protein targeting","15/4922","78/18805",0.192307692307692,0.734731034913887,-1.39782853959424,0.940627344494383,1,0.83057371951117,"CDKN2A/HPCA/SLC1A1/CEMIP/LRRK2/MICALL2/KCNE1/CDK5R1/ABLIM3/STOM/SIAH3/ADCY10/INPP5K/PDZK1/ERBB2",15
"GO:0045582","positive regulation of T cell differentiation","25/4922","122/18805",0.204918032786885,0.782910119170536,-1.43235428883145,0.940801419135728,1,0.83057371951117,"PCK1/MDK/ZBTB16/IL1RL2/IL23A/ADAM8/IL7R/IL4I1/FOXP3/EGR3/CD83/SOX4/TGFBR2/VSIR/IL2RA/SOX12/NCKAP1L/TNFSF4/CD27/IFNG/HLX/WNT10B/IHH/NFKBIZ/CCL19",25
"GO:0060606","tube closure","17/4922","87/18805",0.195402298850575,0.746554292946984,-1.41081188091722,0.941153734142502,1,0.83057371951117,"LHX2/CTHRC1/GRHL3/SALL4/FGF10/STIL/TWIST1/DLC1/KAT2A/TRIM71/ST14/PRICKLE1/KIF20B/SFRP2/COBL/SCRIB/TGFB2",17
"GO:0034314","Arp2/3 complex-mediated actin nucleation","8/4922","46/18805",0.173913043478261,0.664452414182994,-1.35669572577746,0.941861366081692,1,0.83057371951117,"CTNNA2/WASF3/DNAI3/GMFG/CARMIL3/CARMIL2/WASF1/MAGEL2",8
"GO:0044546","NLRP3 inflammasome complex assembly","8/4922","46/18805",0.173913043478261,0.664452414182994,-1.35669572577746,0.941861366081692,1,0.83057371951117,"TRIM31/CD36/MEFV/TLR4/BTK/ATAT1/LATS2/KCNJ8",8
"GO:0007264","small GTPase-mediated signal transduction","113/4922","487/18805",0.232032854209446,0.886505043358111,-1.51097152755568,0.94243135308214,1,0.83057371951117,"EPS8L3/PTH/MYOC/RASAL1/KIF14/RASGEF1C/ARHGAP40/IQGAP3/RHOV/CDKN2A/FOXM1/TEK/NGEF/FGF10/CCNA2/SYNPO2L/IQSEC3/COL3A1/MCF2/SLIT2/ARHGEF15/TRIM67/ARHGAP6/RASIP1/SH2D3C/RAC3/FGD5/DLC1/EPHB2/STARD8/CGNL1/RUNDC3A/ECT2/ADCYAP1R1/ARHGAP31/HEG1/ARHGAP11A/RASGRF1/STARD13/FGF2/RASGEF1A/LRRK2/RASGRP4/ARHGAP11B/DOK2/RHOJ/RAPGEF4/CDH13/AGTR1/PREX2/DENND3/FBP1/PLEKHG6/RALGPS2/KANK2/ARHGAP44/PLEKHG4B/DOCK3/GPR4/ARHGEF19/DOCK4/RACGAP1/COL1A2/RASGEF1B/FERMT2/CTNNAL1/PLCE1/ARHGAP24/ADGRG1/ADRA2A/NET1/RAB15/ARRB1/RRAS/CHML/F2RL1/ARHGAP33/LIPA/EPS8L1/MET/WASF1/DOCK11/PREX1/PSD2/RIPOR1/ERAS/RRAD/ARHGAP29/FGD3/RASGRP2/RHOD/ARHGAP30/ARHGAP18/PLEKHG4/SPRY4/MRAS/RAPGEFL1/SCAI/LIMK1/ARHGAP23/EPO/TNS3/DAB2IP/RERG/ARHGDIG/PSD/CDKL5/TGFB2/DOCK8/PDPN/AKAP13/ERBB2/STMN1",113
"GO:0031503","protein-containing complex localization","47/4922","216/18805",0.217592592592593,0.831334559874787,-1.48449667742969,0.943175780359039,1,0.83057371951117,"C1QL2/NETO1/CACNG5/CALY/NPTX1/BIRC5/KIF2C/LHFPL4/ARC/CACNG7/KIF5A/HPCA/VWC2/GSG1L/TAMALIN/CACNA2D2/SLC1A1/CACNG3/KIF17/LMNB1/KIFC2/TMEM232/NRG1/ERBB4/ARHGAP44/GRIP1/TYROBP/KIF5C/NETO2/EXOC3L1/CEP72/SUSD4/ZNF365/DBN1/FKBP4/SYNE1/SMAD7/ITGB3/CPLX1/EPB41L3/GPSM2/SCRIB/DAW1/RPGR/CACNG8/NDC1/ERBB2",47
"GO:0032637","interleukin-8 production","21/4922","105/18805",0.2,0.764120276310443,-1.44317408196009,0.943405713552908,1,0.83057371951117,"DEFA5/CALCA/LBP/APOA2/GDF2/CRP/IL6/CAMP/MIR181A2/KLF4/PLA2G1B/TLR8/FCN1/TLR4/IL17D/CD33/CHI3L1/ARRB1/CD244/F2RL1/HYAL2",21
"GO:0032677","regulation of interleukin-8 production","21/4922","105/18805",0.2,0.764120276310443,-1.44317408196009,0.943405713552908,1,0.83057371951117,"DEFA5/CALCA/LBP/APOA2/GDF2/CRP/IL6/CAMP/MIR181A2/KLF4/PLA2G1B/TLR8/FCN1/TLR4/IL17D/CD33/CHI3L1/ARRB1/CD244/F2RL1/HYAL2",21
"GO:0032365","intracellular lipid transport","9/4922","51/18805",0.176470588235294,0.674223773215097,-1.38711281880525,0.944301150646722,1,0.83057371951117,"ABCA12/SYT7/LDLR/CPT1B/PCSK9/ABCG1/PLEKHA8/GRAMD1B/TSPO2",9
"GO:0035384","thioester biosynthetic process","9/4922","51/18805",0.176470588235294,0.674223773215097,-1.38711281880525,0.944301150646722,1,0.83057371951117,"PDK4/ELOVL4/PDK1/ELOVL2/SNCA/ACSBG1/ACACB/ELOVL6/HACD1",9
"GO:0071616","acyl-CoA biosynthetic process","9/4922","51/18805",0.176470588235294,0.674223773215097,-1.38711281880525,0.944301150646722,1,0.83057371951117,"PDK4/ELOVL4/PDK1/ELOVL2/SNCA/ACSBG1/ACACB/ELOVL6/HACD1",9
"GO:0140467","integrated stress response signaling","9/4922","51/18805",0.176470588235294,0.674223773215097,-1.38711281880525,0.944301150646722,1,0.83057371951117,"AGR2/PPP1R15A/FOS/NFE2L3/ATAD3A/JUNB/JUN/BATF/PTPN1",9
"GO:0034340","response to type I interferon","18/4922","92/18805",0.195652173913043,0.747508965955868,-1.44551442501741,0.944877959373888,1,0.83057371951117,"MMP12/IFNK/IFNE/DCST1/IFNB1/ISG15/SHMT2/IRF7/ZBP1/IRAK1/OAS1/SAMHD1/IFNA21/IKBKE/TRIM6/IFITM1/OASL/PTPN1",18
"GO:0000077","DNA damage checkpoint signaling","23/4922","114/18805",0.201754385964912,0.770823085751763,-1.46137370479812,0.944891930999215,1,0.83057371951117,"PLK1/TICRR/CLSPN/BRIP1/EME1/CHEK1/CDK1/RAD51/BLM/DTL/CDK5RAP3/FANCD2/BRSK1/CHEK2/BRCA1/DONSON/E2F1/H2AX/BARD1/WDR76/PRKDC/BRCA2/EME2",23
"GO:0034440","lipid oxidation","23/4922","114/18805",0.201754385964912,0.770823085751763,-1.46137370479812,0.944891930999215,1,0.83057371951117,"HAO1/FMO2/ACADL/CYP4F3/ALOXE3/ADH4/TWIST1/PDK4/ALOX15/CPT1B/ALOX5/MFSD2A/CYP4F2/ACOXL/CNR1/GDF15/DECR2/SOX9/ACACB/ABCB11/FMO1/CYGB/ALDH1L2",23
"GO:0031113","regulation of microtubule polymerization","12/4922","65/18805",0.184615384615385,0.705341793517332,-1.41691791119887,0.944999453462414,1,0.83057371951117,"SKA1/CAV3/CDH5/TUBB4A/STMN2/SNCA/CDK5R1/MET/PSRC1/PAK1/FKBP4/STMN1",12
"GO:0046785","microtubule polymerization","20/4922","101/18805",0.198019801980198,0.756554729020241,-1.46065969861847,0.945833515595858,1,0.83057371951117,"TPX2/SKA1/CAV3/TUBB1/CDH5/WDR72/TUBB4A/TPPP3/STMN2/TPPP/SNCA/CDK5R1/MET/TPPP2/PSRC1/PAK1/TUBG1/FKBP4/TUBA1A/STMN1",20
"GO:0010719","negative regulation of epithelial to mesenchymal transition","10/4922","56/18805",0.178571428571429,0.682250246705753,-1.41789622128355,0.946865992104267,1,0.83057371951117,"SPRED3/TBX5/FOXA1/SFRP2/IL17RD/SMAD7/DAB2IP/ZNF750/TGFB2/HPN",10
"GO:0030968","endoplasmic reticulum unfolded protein response","17/4922","88/18805",0.193181818181818,0.738070721436223,-1.46643064152833,0.947743479338447,1,0.83057371951117,"FGF21/ERN2/BHLHA15/AGR2/DERL3/ASB11/ERO1A/PPP1R15A/ATF3/CDK5RAP3/WFS1/TMTC4/ATAD3A/CTH/DAB2IP/PIK3R1/PTPN1",17
"GO:0043516","regulation of DNA damage response, signal transduction by p53 class mediator","5/4922","32/18805",0.15625,0.596968965867534,-1.35862906791825,0.947763289808701,1,0.83057371951117,"ANKRD1/CDKN2A/TWIST1/SOX4/PMAIP1",5
"GO:0006301","postreplication repair","6/4922","37/18805",0.162162162162162,0.619556980792251,-1.3792269935159,0.947917774083162,1,0.83057371951117,"POLQ/PCLAF/POLE2/DTL/BRCA1/PCNA",6
"GO:0010614","negative regulation of cardiac muscle hypertrophy","6/4922","37/18805",0.162162162162162,0.619556980792251,-1.3792269935159,0.947917774083162,1,0.83057371951117,"PI16/CAV3/MIR25/PPARG/GATA5/G6PD",6
"GO:0032366","intracellular sterol transport","6/4922","37/18805",0.162162162162162,0.619556980792251,-1.3792269935159,0.947917774083162,1,0.83057371951117,"SYT7/LDLR/PCSK9/ABCG1/GRAMD1B/TSPO2",6
"GO:0071353","cellular response to interleukin-4","6/4922","37/18805",0.162162162162162,0.619556980792251,-1.3792269935159,0.947917774083162,1,0.83057371951117,"MRC1/RUFY4/DCSTAMP/MCM2/CD300LF/JAK3",6
"GO:0000479","endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","2/4922","16/18805",0.125,0.477575172694027,-1.24476173721973,0.948111927109373,1,0.83057371951117,"BOP1/RPP40",2
"GO:0002399","MHC class II protein complex assembly","2/4922","16/18805",0.125,0.477575172694027,-1.24476173721973,0.948111927109373,1,0.83057371951117,"HLA-DRB5/HLA-DOA",2
"GO:0002503","peptide antigen assembly with MHC class II protein complex","2/4922","16/18805",0.125,0.477575172694027,-1.24476173721973,0.948111927109373,1,0.83057371951117,"HLA-DRB5/HLA-DOA",2
"GO:0002903","negative regulation of B cell apoptotic process","2/4922","16/18805",0.125,0.477575172694027,-1.24476173721973,0.948111927109373,1,0.83057371951117,"AURKB/HSH2D",2
"GO:0006361","transcription initiation at RNA polymerase I promoter","2/4922","16/18805",0.125,0.477575172694027,-1.24476173721973,0.948111927109373,1,0.83057371951117,"CAVIN1/POLR1G",2
"GO:0009313","oligosaccharide catabolic process","2/4922","16/18805",0.125,0.477575172694027,-1.24476173721973,0.948111927109373,1,0.83057371951117,"LCT/MGAM",2
"GO:0030033","microvillus assembly","2/4922","16/18805",0.125,0.477575172694027,-1.24476173721973,0.948111927109373,1,0.83057371951117,"ESPN/PODXL",2
"GO:0032897","negative regulation of viral transcription","2/4922","16/18805",0.125,0.477575172694027,-1.24476173721973,0.948111927109373,1,0.83057371951117,"TRIM31/ZFP36",2
"GO:0032933","SREBP signaling pathway","2/4922","16/18805",0.125,0.477575172694027,-1.24476173721973,0.948111927109373,1,0.83057371951117,"SPRING1/INSIG1",2
"GO:0036260","RNA capping","2/4922","16/18805",0.125,0.477575172694027,-1.24476173721973,0.948111927109373,1,0.83057371951117,"RAMACL/SNRPE",2
"GO:0043328","protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway","2/4922","16/18805",0.125,0.477575172694027,-1.24476173721973,0.948111927109373,1,0.83057371951117,"MVB12B/VPS37D",2
"GO:0046321","positive regulation of fatty acid oxidation","2/4922","16/18805",0.125,0.477575172694027,-1.24476173721973,0.948111927109373,1,0.83057371951117,"TWIST1/GDF15",2
"GO:0046459","short-chain fatty acid metabolic process","2/4922","16/18805",0.125,0.477575172694027,-1.24476173721973,0.948111927109373,1,0.83057371951117,"PCK1/TYRP1",2
"GO:0046831","regulation of RNA export from nucleus","2/4922","16/18805",0.125,0.477575172694027,-1.24476173721973,0.948111927109373,1,0.83057371951117,"NEAT1/NSUN2",2
"GO:0048308","organelle inheritance","2/4922","16/18805",0.125,0.477575172694027,-1.24476173721973,0.948111927109373,1,0.83057371951117,"PLK1/CDK1",2
"GO:0048313","Golgi inheritance","2/4922","16/18805",0.125,0.477575172694027,-1.24476173721973,0.948111927109373,1,0.83057371951117,"PLK1/CDK1",2
"GO:0061043","regulation of vascular wound healing","2/4922","16/18805",0.125,0.477575172694027,-1.24476173721973,0.948111927109373,1,0.83057371951117,"ALOX5/TNFAIP3",2
"GO:0090209","negative regulation of triglyceride metabolic process","2/4922","16/18805",0.125,0.477575172694027,-1.24476173721973,0.948111927109373,1,0.83057371951117,"APOBEC1/CIDEC",2
"GO:0090336","positive regulation of brown fat cell differentiation","2/4922","16/18805",0.125,0.477575172694027,-1.24476173721973,0.948111927109373,1,0.83057371951117,"FFAR4/SIX1",2
"GO:0160049","negative regulation of cGAS/STING signaling pathway","2/4922","16/18805",0.125,0.477575172694027,-1.24476173721973,0.948111927109373,1,0.83057371951117,"AURKB/PRKDC",2
"GO:1903909","regulation of receptor clustering","2/4922","16/18805",0.125,0.477575172694027,-1.24476173721973,0.948111927109373,1,0.83057371951117,"SLC7A11/FZD9",2
"GO:1990166","protein localization to site of double-strand break","2/4922","16/18805",0.125,0.477575172694027,-1.24476173721973,0.948111927109373,1,0.83057371951117,"H2AX/SLF1",2
"GO:0050851","antigen receptor-mediated signaling pathway","46/4922","213/18805",0.215962441314554,0.825106401649774,-1.52846297759775,0.948306679000411,1,0.83057371951117,"IGHG4/BTNL9/KCNN4/IGHG1/IGHG3/VTCN1/IGHG2/IGKC/IGLC3/HHLA2/PRAM1/CEACAM1/IGHA2/TNFRSF21/IGLC7/FOXP3/CARD11/IGHA1/IGLC6/GCSAML/MNDA/LIME1/CD79A/IGHD/CACNB4/BTK/IGHM/PVRIG/NFAM1/BTNL8/THY1/NCKAP1L/LIPA/CD19/LAPTM5/TRGC2/CACNB3/LPXN/THEMIS2/BTNL3/NFKBIZ/PRKCH/BMX/TRGC1/NFKBIA/CTLA4",46
"GO:0006644","phospholipid metabolic process","87/4922","383/18805",0.227154046997389,0.867865065783401,-1.55561783963685,0.948461336004929,1,0.83057371951117,"CHAT/PLA2G2F/ITPKA/APOA4/APOA2/ANGPTL3/PLPP4/PTPRQ/ABCA8/PLAAT1/HTR2C/PLA2G4F/TPTE2/SLC44A5/PLPP2/PLA2G4A/PLPPR5/PIP5K1B/GALR2/PLA2G1B/LDLR/LIPI/ABCA3/ALOX15/LPL/DGKI/PIK3C2G/PLA2G2C/PCYT1B/HTR2B/THEM5/SMPDL3B/CYP2W1/GNB3/FABP5/PLCL1/CWH43/GATA6/MTMR7/PON1/NR1H4/SNCA/MFSD2A/SRD5A3/PNPLA6/SYNJ2/PIP5KL1/PDGFB/PLA2G4D/PCSK9/MTMR11/DGKB/PLPP3/SPATA18/APOC1/PLCE1/GPAT2/ENPP6/ETNK2/SGMS2/ENPP2/ACP6/PLA2G3/ABHD6/SELENOI/PLPPR3/PLA2G5/FLVCR1/PLA2G10/PIK3R5/PLCH2/TNFAIP8L3/ITPKC/CETP/SERINC1/PLPP5/ISYNA1/INPP5K/MTMR10/EFR3B/AGPAT4/LPGAT1/PLA2G2D/ADGRF5/PLBD1/BMX/PIK3R1",87
"GO:0019693","ribose phosphate metabolic process","86/4922","379/18805",0.226912928759894,0.866943849112112,-1.55809269528035,0.94877369212618,1,0.83057371951117,"PTH/SULT1C3/MYH6/XDH/GPD1/OGDHL/UCHL1/GDA/SLC4A1/ADCY8/GUCY2C/NPPB/PTHLH/MYH7/NPR1/AK4/ENO3/PGK2/ACTN3/CDA/NT5C1A/ATP1A2/SULT1C4/NME1/PKLR/ENPP3/PFKP/LRRK2/PID1/PPAT/NT5E/GUCY1A2/ALDOB/PAICS/CARD11/GIMAP7/PDE2A/ADCY4/HK3/MYH4/HKDC1/FBP1/SLC25A25/ADSS1/GAPDH/NDUFV2/PDE5A/FIGNL1/PDE10A/GAPDHS/PAPSS2/MYH8/CACNB4/NME4/PDE8B/LDHA/PDE4C/G6PD/NPPC/NME2/SULT1A1/LIPA/ATP1B1/IFNG/ATIC/PRKAA2/ENO4/ENO1/DDIT4/ADCY9/ADCY10/GPI/KAT2B/ALDOA/AK1/NUPR1/TPI1/NDUFA13/CAD/CBFA2T3/UCK2/NME9/UQCC3/SLC25A13/DHTKD1/HPRT1",86
"GO:1901532","regulation of hematopoietic progenitor cell differentiation","7/4922","42/18805",0.166666666666667,0.636766896925369,-1.40317936989931,0.94890068319428,1,0.83057371951117,"MIXL1/GATA2/ZFP36/SPI1/ANKLE1/PUS7/PRKDC",7
"GO:1904706","negative regulation of vascular associated smooth muscle cell proliferation","7/4922","42/18805",0.166666666666667,0.636766896925369,-1.40317936989931,0.94890068319428,1,0.83057371951117,"GPER1/MYOCD/APLN/PPARG/CNN1/NDRG2/PRKG1",7
"GO:0006614","SRP-dependent cotranslational protein targeting to membrane","4/4922","27/18805",0.148148148148148,0.566015019489217,-1.34365006786032,0.948958498224256,1,0.83057371951117,"RN7SL3/RN7SL1/LOC101929130/SEC61A2",4
"GO:0044346","fibroblast apoptotic process","4/4922","27/18805",0.148148148148148,0.566015019489217,-1.34365006786032,0.948958498224256,1,0.83057371951117,"XRCC2/GAS6/PRDM11/NUPR1",4
"GO:0070102","interleukin-6-mediated signaling pathway","4/4922","27/18805",0.148148148148148,0.566015019489217,-1.34365006786032,0.948958498224256,1,0.83057371951117,"IL6/ST18/MIR125B1/SPI1",4
"GO:1901798","positive regulation of signal transduction by p53 class mediator","4/4922","27/18805",0.148148148148148,0.566015019489217,-1.34365006786032,0.948958498224256,1,0.83057371951117,"ANKRD1/CDKN2A/CDK5RAP3/PMAIP1",4
"GO:0051098","regulation of binding","45/4922","209/18805",0.215311004784689,0.822617522343778,-1.53542410771046,0.949179158879762,1,0.83057371951117,"NEUROD1/HMGA2/TERT/POU4F1/CARD18/SOX11/HJURP/PLK1/CFHR5/PAX6/CDT1/CLDN5/AURKA/TWIST1/DKK1/BDNF/EGF/NME1/CYP2D6/MMP9/SUMO4/LRRK2/VTN/GATA1/EFHB/NES/DDX11/E2F1/PCSK9/MDFI/GMNN/CARD16/TRIB3/MET/TFAP4/IFNG/RIPOR1/H1-0/TRIM6/HEY2/JUN/DAB2/SLPI/BAMBI/STMN1",45
"GO:0043113","receptor clustering","11/4922","61/18805",0.180327868852459,0.688960904870072,-1.44878194016236,0.949469445988789,1,0.83057371951117,"LHFPL4/SLC7A11/FZD9/CHRDL1/CDH2/MUSK/SHANK3/THY1/ITGAL/SCRIB/CD53",11
"GO:0090278","negative regulation of peptide hormone secretion","8/4922","47/18805",0.170212765957447,0.650315128774845,-1.42917947566644,0.950392406261187,1,0.83057371951117,"BMP8A/FFAR4/CHGA/ADRA2A/PDE8B/F2RL1/CRHBP/INHBB",8
"GO:0043112","receptor metabolic process","14/4922","75/18805",0.186666666666667,0.713178924556413,-1.48192787438463,0.951014280764382,1,0.83057371951117,"BECN2/GRIA1/RAMP3/ACHE/LDLR/SNCA/FUT8/PCSK9/RNF43/SNX25/LAPTM5/HAMP/SCRIB/PTPN1",14
"GO:0072527","pyrimidine-containing compound metabolic process","14/4922","75/18805",0.186666666666667,0.713178924556413,-1.48192787438463,0.951014280764382,1,0.83057371951117,"CPS1/SLC19A3/TK1/CDA/NME1/ENPP3/NME4/TYMS/DTYMK/NME2/CAD/UCK2/NME9/SMUG1",14
"GO:0034620","cellular response to unfolded protein","20/4922","102/18805",0.196078431372549,0.749137525794552,-1.51263593798802,0.951602286095518,1,0.83057371951117,"FGF21/ERN2/BHLHA15/AGR2/DERL3/ASB11/ERO1A/PACRG/HSPB8/PPP1R15A/ATF3/CDK5RAP3/WFS1/HSPD1/TMTC4/ATAD3A/CTH/DAB2IP/PIK3R1/PTPN1",20
"GO:0072329","monocarboxylic acid catabolic process","25/4922","124/18805",0.201612903225806,0.770282536603269,-1.528125625281,0.951751666463174,1,0.83057371951117,"GLYATL2/PCK1/HAO1/ACADL/CYP4F3/CYP26A1/AKR1D1/TWIST1/AGXT2/ADTRP/CPT1B/CYP2W1/XYLB/MFSD2A/CYP4F2/ACOXL/CNR1/SORD/DECR2/ACACB/NUDT8/SLC16A3/ABCB11/ALDH1L2/CYP26B1",25
"GO:0003140","determination of left/right asymmetry in lateral mesoderm","1/4922","10/18805",0.1,0.382060138155221,-1.16380256629509,0.951945810117518,1,0.83057371951117,"FOXH1",1
"GO:0006013","mannose metabolic process","1/4922","10/18805",0.1,0.382060138155221,-1.16380256629509,0.951945810117518,1,0.83057371951117,"PMM2",1
"GO:0006104","succinyl-CoA metabolic process","1/4922","10/18805",0.1,0.382060138155221,-1.16380256629509,0.951945810117518,1,0.83057371951117,"NUDT8",1
"GO:0006265","DNA topological change","1/4922","10/18805",0.1,0.382060138155221,-1.16380256629509,0.951945810117518,1,0.83057371951117,"TOP2A",1
"GO:0006784","heme A biosynthetic process","1/4922","10/18805",0.1,0.382060138155221,-1.16380256629509,0.951945810117518,1,0.83057371951117,"HMBS",1
"GO:0006924","activation-induced cell death of T cells","1/4922","10/18805",0.1,0.382060138155221,-1.16380256629509,0.951945810117518,1,0.83057371951117,"IL2RA",1
"GO:0007084","mitotic nuclear membrane reassembly","1/4922","10/18805",0.1,0.382060138155221,-1.16380256629509,0.951945810117518,1,0.83057371951117,"RCC1",1
"GO:0008627","intrinsic apoptotic signaling pathway in response to osmotic stress","1/4922","10/18805",0.1,0.382060138155221,-1.16380256629509,0.951945810117518,1,0.83057371951117,"EPO",1
"GO:0030002","intracellular monoatomic anion homeostasis","1/4922","10/18805",0.1,0.382060138155221,-1.16380256629509,0.951945810117518,1,0.83057371951117,"STK39",1
"GO:0030644","intracellular chloride ion homeostasis","1/4922","10/18805",0.1,0.382060138155221,-1.16380256629509,0.951945810117518,1,0.83057371951117,"STK39",1
"GO:0031509","subtelomeric heterochromatin formation","1/4922","10/18805",0.1,0.382060138155221,-1.16380256629509,0.951945810117518,1,0.83057371951117,"EZH2",1
"GO:0032025","response to cobalt ion","1/4922","10/18805",0.1,0.382060138155221,-1.16380256629509,0.951945810117518,1,0.83057371951117,"BNIP3",1
